0.000000000000000000e+00,4.240000000000000000e+02,4.040000000000000000e+02,1.240000000000000000e+02,4.760000000000000000e+02,5.020000000000000000e+02,3.730000000000000000e+02,4.930000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,4.200000000000000000e+02,4.030000000000000000e+02,1.250000000000000000e+02,4.760000000000000000e+02,5.020000000000000000e+02,3.770000000000000000e+02,4.940000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,4.200000000000000000e+02,4.020000000000000000e+02,1.220000000000000000e+02,4.780000000000000000e+02,5.020000000000000000e+02,3.750000000000000000e+02,4.930000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,4.180000000000000000e+02,4.000000000000000000e+02,1.200000000000000000e+02,4.760000000000000000e+02,5.010000000000000000e+02,3.780000000000000000e+02,4.920000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,4.160000000000000000e+02,3.970000000000000000e+02,1.170000000000000000e+02,4.780000000000000000e+02,5.060000000000000000e+02,3.720000000000000000e+02,4.980000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,4.120000000000000000e+02,3.950000000000000000e+02,1.090000000000000000e+02,4.770000000000000000e+02,5.030000000000000000e+02,3.770000000000000000e+02,4.990000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.000000000000000000e+00,4.110000000000000000e+02,3.940000000000000000e+02,1.130000000000000000e+02,4.780000000000000000e+02,5.000000000000000000e+02,3.800000000000000000e+02,5.020000000000000000e+02,nan,nan,4.930000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.000000000000000000e+00,4.100000000000000000e+02,3.910000000000000000e+02,1.130000000000000000e+02,4.730000000000000000e+02,5.050000000000000000e+02,3.750000000000000000e+02,4.950000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.000000000000000000e+00,4.050000000000000000e+02,3.890000000000000000e+02,1.060000000000000000e+02,4.740000000000000000e+02,5.050000000000000000e+02,3.810000000000000000e+02,4.990000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.000000000000000000e+00,4.040000000000000000e+02,3.860000000000000000e+02,1.090000000000000000e+02,4.690000000000000000e+02,5.040000000000000000e+02,3.780000000000000000e+02,5.020000000000000000e+02,nan,nan,nan,5.550000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+01,4.010000000000000000e+02,3.870000000000000000e+02,1.060000000000000000e+02,4.700000000000000000e+02,5.060000000000000000e+02,3.770000000000000000e+02,4.980000000000000000e+02,nan,nan,nan,5.520000000000000000e+02,4.020000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.100000000000000000e+01,3.990000000000000000e+02,3.840000000000000000e+02,1.020000000000000000e+02,4.660000000000000000e+02,5.030000000000000000e+02,3.720000000000000000e+02,4.920000000000000000e+02,nan,nan,nan,5.490000000000000000e+02,4.040000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.200000000000000000e+01,3.960000000000000000e+02,3.820000000000000000e+02,1.020000000000000000e+02,4.680000000000000000e+02,5.070000000000000000e+02,3.790000000000000000e+02,5.010000000000000000e+02,nan,nan,nan,5.420000000000000000e+02,4.030000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.300000000000000000e+01,3.950000000000000000e+02,nan,1.010000000000000000e+02,4.670000000000000000e+02,5.060000000000000000e+02,3.780000000000000000e+02,4.970000000000000000e+02,nan,nan,nan,5.400000000000000000e+02,4.020000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.400000000000000000e+01,3.900000000000000000e+02,nan,1.000000000000000000e+02,4.650000000000000000e+02,5.080000000000000000e+02,3.810000000000000000e+02,5.000000000000000000e+02,nan,nan,nan,5.370000000000000000e+02,4.020000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
