v1,v2,delta
-10.857142857142884,15.0000000000435,25.857142857186382
-3.1517857142811168,7.455357142876835,10.607142857157951
-2.6964285714285845,6.473214285590416,9.169642857019
-0.910714285714304,6.399999999410992,7.310714285125297
-0.6964285713967473,5.9,6.596428571396748
-9.892857142857142,13.8839285713889,23.776785714246042
-2.0982142857142887,8.794642857124723,10.892857142839011
-0.7053571428571889,10.075000000000037,10.780357142857225
-2.8750000000163847,8.285714285695555,11.16071428571194
-2.687500000000005,5.674999999995186,8.36249999999519
-0.6071428571428517,6.732142857135584,7.339285714278436
-1.723214285714303,5.812500000114714,7.535714285829016
-1.383928571574618,5.77678571425543,7.160714285830048
-1.2767857142857213,5.624999999990577,6.901785714276299
-0.7321428571428319,5.749999999999996,6.4821428571428275
-2.687500000258793,5.357142857142855,8.044642857401648
-2.589285714256316,5.321428571454212,7.910714285710528
5.687500000008923,-1.794642857120634,7.482142857129556
9.325000000000028,-5.535714285757507,14.860714285757535
-5.696428571385932,10.250000000000002,15.946428571385933
6.312500000000027,-1.8660714285713853,8.178571428571413
-3.866071428519856,8.607142857142822,12.473214285662678
-0.6428571426766818,6.258928571428521,6.901785714105204
-1.348214285714285,5.241071428571424,6.589285714285709
-2.0624999997300955,5.3214285714285525,7.383928571158648
-1.9196428571428588,5.049999999933197,6.969642857076056
-2.5714285714002765,5.410714285714267,7.982142857114543
-1.4374999999999798,5.473214285714256,6.910714285714236
-4.999999999999993,8.124999999999954,13.124999999999947
-5.8125000000031175,11.991071428629771,17.80357142863289
-1.2678571428571543,5.883928571472928,7.151785714330082
-5.625000000000005,8.017857142857128,13.642857142857133
-0.7500000000000024,5.044642857142851,5.794642857142854
-2.3839285714802707,6.491071428575086,8.875000000055357
-6.767857142823399,11.633928571428555,18.401785714251954
14.57142857142858,-9.67857142857146,24.250000000000043
7.625000000000031,-1.2410714284881863,8.866071428488217
-3.4700685705787985e-14,1.776785714285714,1.7767857142857486
-6.883928571428561,12.598214285701616,19.482142857130178
-2.375000000000031,5.866071428571426,8.241071428571457
-7.3571428571428354,12.607142857142854,19.96428571428569
6.616071428571428,-1.2499999999893026,7.866071428560731
6.410714285714273,-2.3660714285714484,8.776785714285722
8.616071428578904,-1.6607142856357002,10.276785714214604
-3.999999999999981,2.8303571428957297,6.830357142895711
6.946428571428569,-1.732142857142862,8.67857142857143
6.625000000000008,-2.5357142856542367,9.160714285654244
-1.1785714285714275,7.464285714323368,8.642857142894796
-2.5714285714285547,7.026785714285711,9.598214285714265
-2.312499999978055,6.714285714304068,9.026785714282124
-1.0089285714159968,6.946428571453994,7.955357142869991
9.687499999999954,-5.374999999998656,15.062499999998611
10.428571428571477,-5.285714285714269,15.714285714285745
-1.7410714285610152,6.035714285714288,7.776785714275303
6.196428571437926,-1.4196428570764668,7.616071428514394
10.12500000000001,-5.999999999993354,16.124999999993364
7.321428571434514,-2.4910714285714457,9.81250000000596
6.053571428563281,-1.7678571428571623,7.821428571420443
2.089285714285701,-2.232142857142868,4.321428571428569
6.178571428571434,-1.2589285714285967,7.437500000000031
7.401785714278067,-2.401785714173082,9.80357142845115
5.81250000000405,-0.0446428571428503,5.857142857146901
5.807142857142851,-0.5535714285714283,6.360714285714279
