330.0000305	81.3840561
332.0000305	82.1104965
334.0000305	82.7484665
336.0000305	83.3104095
338.0000305	83.8143158
340.0000305	84.2395096
342.0000305	84.6057205
344.0000305	84.9097214
346.0000305	85.1232529
348.0000305	85.3266449
350.0000305	85.5612717
352.0000305	85.7641449
354.0000305	85.9353561
356.0000305	86.1576767
358.0000305	86.2720871
360.0000305	86.2925568
362.0000305	86.3031311
364.0000305	86.3431625
366.0000305	86.3462601
368.0000305	86.4029846
370.0000305	86.4549561
372.0000305	86.4733810
374.0000305	86.5603485
376.0000305	86.5130844
378.0000305	86.5020676
380.0000305	86.5913239
382.0000305	86.5861130
384.0000305	86.6717377
386.0000305	86.7899323
388.0000305	86.7845078
390.0000305	86.8509598
392.0000305	86.8680496
394.0000305	86.9151917
396.0000305	87.0263214
398.0000305	87.0150528
400.0000305	87.0690689
402.0000305	87.0795593
404.0000305	87.1066055
406.0000305	87.1457977
408.0000305	87.1350479
410.0000305	87.2432861
412.0000305	87.2232056
414.0000305	87.2278442
416.0000305	87.2551880
418.0000305	87.2945938
420.0000305	87.2841721
422.0000305	87.3169403
424.0000305	87.4079132
426.0000305	87.4337540
428.0000305	87.3828735
430.0000305	87.4119415
432.0000305	87.4208603
434.0000305	87.4511337
436.0000305	87.4652634
438.0000305	87.5136261
440.0000305	87.5536957
442.0000305	87.5535126
444.0000305	87.5636673
446.0000305	87.5907745
448.0000305	87.6089401
450.0000305	87.6906281
452.0000305	87.7094727
454.0000305	87.6991653
456.0000305	87.6621094
458.0000305	87.6638336
460.0000305	87.7094574
462.0000305	87.7573471
464.0000305	87.7387848
466.0000305	87.7371750
468.0000305	87.7206345
470.0000305	87.9408798
472.0000305	87.9499283
474.0000305	87.9789886
476.0000305	87.9903030
478.0000305	88.0405197
480.0000305	88.1113663
482.0000305	88.0805130
484.0000305	88.0995865
486.0000305	88.1262436
488.0000305	88.1157074
490.0000305	88.1459503
492.0000305	88.1466675
494.0000305	88.2481613
496.0000305	88.2554932
498.0000305	88.4102554
500.0000305	88.2409592
502.0000305	88.2987823
504.0000305	88.3072357
506.0000305	88.3138351
508.0000305	88.3645096
510.0000305	88.3584671
512.0000000	88.3500748
514.0000000	88.3654785
516.0000000	88.4075928
518.0000000	88.3878098
