v1,v2,delta
-0.9017857142857056,5.526785714332071,6.428571428617777
-4.57142857141271,10.562499999999991,15.133928571412701
-0.4553571428571525,5.241071428571398,5.69642857142855
-1.5892857143016823,6.589285714285684,8.178571428587366
10.098214285726408,-5.125000000000019,15.223214285726428
5.455357142858283,-1.2410714286444593,6.696428571502742
-0.2678571428977453,4.812499999852343,5.080357142750088
-2.544642857199126,6.71428571428572,9.258928571484846
-2.2321428571428847,6.008928571357405,8.24107142850029
-2.3571428571736197,5.151785714285719,7.508928571459339
-3.598214285635195,7.928571428455495,11.526785714090689
-0.7410714285714198,5.499999999964407,6.241071428535827
-1.8660714285714053,5.714285714280721,7.580357142852126
-1.7053571429036745,5.705357142860144,7.410714285763818
-2.544642857142876,5.803571428614895,8.348214285757772
-0.7678571428240939,5.401785714234644,6.169642857058738
-2.419642857142877,6.224999999999999,8.644642857142877
5.607142857197143,-1.392857142857138,7.000000000054281
10.249999999975952,-6.741071428571421,16.99107142854737
10.45535714285333,-5.446428571428574,15.901785714281903
5.830357142857146,-1.0267857142857209,6.8571428571428665
2.3249999999999837,-0.2857142857142823,2.6107142857142662
-4.5089285714285525,9.81249999999999,14.321428571428541
-2.142857142850378,5.571428571428579,7.714285714278957
-6.482142857142826,10.99107142857142,17.473214285714246
-4.598214285714215,8.749999999999996,13.348214285714212
-3.874999999948405,7.375000000000042,11.249999999948447
-1.2232142857142898,6.625000000093253,7.848214285807543
-1.5892857142492205,4.925000000000004,6.514285714249224
-1.1071428571428563,4.892857143048296,6.000000000191152
-2.116071428538877,6.071428571428587,8.187499999967464
-2.080357142857132,5.955357142857155,8.035714285714286
-1.9553571428571217,6.94642857145362,8.90178571431074
-0.0535714263721318,5.116071428571432,5.1696428549435645
-0.1339285714285686,4.517857142857132,4.6517857142857
-2.1071428571428696,5.285714285714291,7.39285714285716
-0.7589285714285791,5.44285714295455,6.201785714383129
-1.080357142839516,6.392857142857158,7.473214285696674
-0.7053571428571531,6.749999999999958,7.455357142857111
-1.1964285714285676,6.678571428566373,7.874999999994941
-2.410714285723623,7.1249999999999964,9.53571428572362
-4.750000000000036,8.446428571434586,13.196428571434623
-3.500000000000007,7.2142857142857215,10.71428571428573
-0.9553571428571545,4.526785714275307,5.4821428571324615
-2.303571428571445,4.874999999829938,7.178571428401383
-2.026785714285733,5.750000000205955,7.776785714491688
-2.0089285713915808,5.651785714294648,7.660714285686229
-1.3392857145266162,4.249999999999993,5.589285714526609
-2.749999999999995,4.803571428562203,7.553571428562199
7.473214285714287,-2.392857142748061,9.866071428462348
4.187500000000006,-1.9821428570203183,6.1696428570203246
5.553571428571427,-0.0249999999999827,5.57857142857141
5.053571428571399,-1.9821428571428203,7.035714285714219
6.749999999999988,-3.776785714285684,10.526785714285673
6.383928571428611,-1.0624999999999978,7.4464285714286085
5.928571428542084,-1.491071428571424,7.419642857113509
4.196428571428599,-1.767857142655844,5.9642857140844425
4.991071428571455,-0.9107142857142956,5.90178571428575
4.749999999999996,-2.401785714294017,7.151785714294013
6.383928571428567,-1.0446428571428592,7.428571428571426
7.107142857137462,-1.3571428572390292,8.46428571437649
6.669642857142882,-1.5624999999999811,8.232142857142863
-6.535714285714287,10.899999999953057,17.435714285667345
-3.3142857142857123,5.91071428571426,9.224999999999973
-3.7053571428620353,6.973214285714279,10.678571428576316
-10.7250000000053,13.169642857153594,23.894642857158892
8.89285714285716,-1.6428571427309748,10.535714285588135
10.410714285715022,-5.160714285714279,15.571428571429301
6.696428571415693,-3.4910714285330244,10.187499999948717
4.775000000017148,-1.0803571426088312,5.85535714262598
-3.062499999999982,6.374999999963928,9.43749999996391
-1.526785714361693,6.350000000000007,7.8767857143616995
-3.857142857097745,9.464285714285705,13.32142857138345
-1.258928571428567,4.21428571434226,5.473214285770827
-1.9017857142857209,3.678571428559604,5.580357142845325
10.232142857148173,-4.839285714317176,15.071428571465349
6.224999999957573,-1.4499999999093671,7.67499999986694
6.375000000000041,-1.592857142806652,7.967857142806693
5.41964285714828,-1.34999999999997,6.76964285714825
7.205357142885556,-2.062499999999124,9.26785714288468
9.732142857133168,-5.089285714297118,14.821428571430285
-0.6428571428571584,7.062499999999994,7.705357142857152
-2.257142857142846,5.274999999999924,7.5321428571427695
