0.000000000000000000e+00,2.680000000000000000e+02,2.880000000000000000e+02,3.150000000000000000e+02,3.470000000000000000e+02,4.500000000000000000e+02,4.460000000000000000e+02,4.540000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,2.720000000000000000e+02,2.990000000000000000e+02,3.230000000000000000e+02,3.520000000000000000e+02,4.470000000000000000e+02,4.340000000000000000e+02,4.570000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000000e+00,2.710000000000000000e+02,3.130000000000000000e+02,3.350000000000000000e+02,3.590000000000000000e+02,4.550000000000000000e+02,4.440000000000000000e+02,4.560000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.000000000000000000e+00,2.740000000000000000e+02,3.210000000000000000e+02,3.350000000000000000e+02,3.660000000000000000e+02,4.650000000000000000e+02,4.470000000000000000e+02,4.630000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.000000000000000000e+00,2.760000000000000000e+02,3.390000000000000000e+02,3.460000000000000000e+02,3.730000000000000000e+02,4.680000000000000000e+02,4.470000000000000000e+02,4.660000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,2.760000000000000000e+02,3.680000000000000000e+02,3.530000000000000000e+02,3.800000000000000000e+02,4.730000000000000000e+02,4.540000000000000000e+02,4.690000000000000000e+02,nan,1.890000000000000000e+02,5.110000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
6.000000000000000000e+00,2.840000000000000000e+02,3.770000000000000000e+02,3.580000000000000000e+02,3.860000000000000000e+02,4.770000000000000000e+02,4.530000000000000000e+02,4.710000000000000000e+02,nan,2.030000000000000000e+02,5.140000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
7.000000000000000000e+00,2.830000000000000000e+02,3.900000000000000000e+02,3.660000000000000000e+02,3.950000000000000000e+02,4.840000000000000000e+02,4.560000000000000000e+02,4.770000000000000000e+02,nan,2.120000000000000000e+02,5.180000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
8.000000000000000000e+00,2.860000000000000000e+02,4.070000000000000000e+02,3.730000000000000000e+02,4.020000000000000000e+02,4.900000000000000000e+02,4.560000000000000000e+02,4.750000000000000000e+02,nan,2.270000000000000000e+02,5.220000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan
9.000000000000000000e+00,2.850000000000000000e+02,4.230000000000000000e+02,3.770000000000000000e+02,4.080000000000000000e+02,4.940000000000000000e+02,4.570000000000000000e+02,4.770000000000000000e+02,nan,2.330000000000000000e+02,5.220000000000000000e+02,5.320000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
