0.000000000000000000e+00,2.990000000000000000e+02,3.560000000000000000e+02,2.230000000000000000e+02,nan,nan,nan
1.000000000000000000e+00,2.980000000000000000e+02,3.630000000000000000e+02,2.180000000000000000e+02,nan,nan,nan
2.000000000000000000e+00,2.980000000000000000e+02,3.610000000000000000e+02,2.190000000000000000e+02,nan,9.200000000000000000e+01,nan
3.000000000000000000e+00,2.970000000000000000e+02,3.560000000000000000e+02,2.250000000000000000e+02,nan,9.100000000000000000e+01,nan
4.000000000000000000e+00,2.900000000000000000e+02,3.590000000000000000e+02,2.240000000000000000e+02,nan,9.000000000000000000e+01,nan
5.000000000000000000e+00,2.920000000000000000e+02,3.590000000000000000e+02,2.230000000000000000e+02,nan,8.700000000000000000e+01,nan
6.000000000000000000e+00,2.950000000000000000e+02,3.590000000000000000e+02,2.260000000000000000e+02,nan,8.900000000000000000e+01,nan
7.000000000000000000e+00,2.980000000000000000e+02,3.580000000000000000e+02,2.250000000000000000e+02,nan,8.900000000000000000e+01,nan
8.000000000000000000e+00,2.880000000000000000e+02,3.570000000000000000e+02,2.260000000000000000e+02,nan,8.600000000000000000e+01,nan
9.000000000000000000e+00,2.930000000000000000e+02,3.580000000000000000e+02,2.280000000000000000e+02,nan,8.400000000000000000e+01,nan
1.000000000000000000e+01,2.850000000000000000e+02,3.610000000000000000e+02,2.260000000000000000e+02,nan,8.100000000000000000e+01,nan
1.100000000000000000e+01,2.880000000000000000e+02,3.650000000000000000e+02,nan,nan,8.400000000000000000e+01,nan
1.200000000000000000e+01,2.850000000000000000e+02,3.650000000000000000e+02,nan,nan,8.100000000000000000e+01,nan
1.300000000000000000e+01,2.860000000000000000e+02,3.650000000000000000e+02,nan,nan,7.600000000000000000e+01,nan
1.400000000000000000e+01,2.870000000000000000e+02,3.650000000000000000e+02,nan,nan,7.500000000000000000e+01,2.990000000000000000e+02
1.500000000000000000e+01,2.830000000000000000e+02,3.660000000000000000e+02,nan,nan,nan,2.980000000000000000e+02
1.600000000000000000e+01,2.870000000000000000e+02,3.650000000000000000e+02,nan,nan,nan,2.930000000000000000e+02
1.700000000000000000e+01,2.810000000000000000e+02,nan,nan,nan,nan,2.920000000000000000e+02
1.800000000000000000e+01,2.870000000000000000e+02,nan,nan,nan,nan,2.870000000000000000e+02
1.900000000000000000e+01,2.850000000000000000e+02,nan,nan,nan,nan,2.860000000000000000e+02
2.000000000000000000e+01,2.870000000000000000e+02,nan,nan,nan,nan,2.870000000000000000e+02
2.100000000000000000e+01,2.840000000000000000e+02,nan,nan,nan,nan,2.750000000000000000e+02
2.200000000000000000e+01,2.840000000000000000e+02,nan,nan,nan,nan,2.740000000000000000e+02
2.300000000000000000e+01,2.820000000000000000e+02,nan,nan,nan,nan,2.720000000000000000e+02
2.400000000000000000e+01,2.890000000000000000e+02,nan,nan,nan,nan,2.660000000000000000e+02
2.500000000000000000e+01,2.830000000000000000e+02,nan,nan,nan,nan,2.660000000000000000e+02
2.600000000000000000e+01,2.880000000000000000e+02,nan,nan,nan,nan,2.610000000000000000e+02
2.700000000000000000e+01,2.870000000000000000e+02,nan,nan,nan,nan,2.580000000000000000e+02
2.800000000000000000e+01,2.850000000000000000e+02,nan,nan,nan,nan,2.580000000000000000e+02
2.900000000000000000e+01,2.880000000000000000e+02,nan,nan,nan,nan,2.560000000000000000e+02
3.000000000000000000e+01,2.860000000000000000e+02,nan,nan,nan,nan,2.530000000000000000e+02
3.100000000000000000e+01,2.850000000000000000e+02,nan,nan,nan,nan,2.520000000000000000e+02
3.200000000000000000e+01,2.900000000000000000e+02,nan,nan,nan,nan,2.490000000000000000e+02
3.300000000000000000e+01,2.890000000000000000e+02,nan,nan,nan,nan,2.480000000000000000e+02
3.400000000000000000e+01,2.850000000000000000e+02,nan,nan,nan,nan,2.450000000000000000e+02
3.500000000000000000e+01,2.870000000000000000e+02,nan,nan,nan,nan,2.440000000000000000e+02
3.600000000000000000e+01,2.860000000000000000e+02,nan,nan,nan,nan,2.410000000000000000e+02
3.700000000000000000e+01,2.880000000000000000e+02,nan,nan,nan,nan,2.400000000000000000e+02
3.800000000000000000e+01,2.870000000000000000e+02,nan,nan,nan,nan,2.380000000000000000e+02
3.900000000000000000e+01,2.870000000000000000e+02,nan,nan,nan,nan,2.370000000000000000e+02
4.000000000000000000e+01,2.850000000000000000e+02,nan,nan,nan,nan,2.350000000000000000e+02
4.100000000000000000e+01,2.850000000000000000e+02,nan,nan,nan,nan,2.350000000000000000e+02
4.200000000000000000e+01,2.840000000000000000e+02,nan,nan,nan,nan,2.330000000000000000e+02
4.300000000000000000e+01,2.860000000000000000e+02,nan,nan,nan,nan,2.310000000000000000e+02
4.400000000000000000e+01,2.850000000000000000e+02,nan,nan,nan,nan,2.320000000000000000e+02
4.500000000000000000e+01,2.880000000000000000e+02,nan,nan,nan,nan,2.320000000000000000e+02
